_id,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate,bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
5ff36da00a7214ada100059b,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,1/3/2021 19:33,5,All-receipts receipt bonus,5,1,FINISHED,1,5ff36d0362fde912123a5535
5ff36dc40a7214ada100059f,1/4/2021 19:34,1/4/2021 19:34,1/4/2021 19:34,1/4/2021 19:34,1/4/2021 19:34,1/3/2021 19:34,5,All-receipts receipt bonus,355,9,FINISHED,89.91,5ff36d0362fde912123a5535
5ff3710b0a7214ada10005a7,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/3/2021 19:48,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600,9,FINISHED,89.91,5ff370c562fde912123a5e0e
5ff36d780a7214ada1000593,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1750,1,FINISHED,10,5ff36d78135e7011bcb86488
5ff371410a7214ada10005ba,1/4/2021 19:49,1/4/2021 19:49,1/4/2021 19:49,1/4/2021 19:49,1/4/2021 19:49,1/3/2021 19:49,45,COMPLETE_PARTNER_RECEIPT,350,1,FINISHED,1,5ff370c562fde912123a5e0e
5ff36c8b0a720f05230005a1,1/4/2021 19:29,1/4/2021 19:29,1/4/2021 19:29,1/4/2021 19:29,1/4/2021 19:29,1/3/2021 19:29,5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532
5ff36c550a7214ada1000588,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/1/2021 6:00,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,5,FINISHED,25,5ff36be7135e7011bcb856d3
5ff36acb0a720f052300058d,1/4/2021 19:21,1/4/2021 19:21,1/4/2021 19:21,1/4/2021 19:21,1/4/2021 19:21,1/3/2021 19:21,5,All-receipts receipt bonus,55,9,FINISHED,89.91,5ff36a3862fde912123a4460
5ff371450a7214ada10005bd,1/4/2021 19:49,1/4/2021 19:49,1/4/2021 19:49,1/4/2021 19:49,1/4/2021 19:49,12/24/2020 6:00,5,All-receipts receipt bonus,5,5,FINISHED,49.95,5ff370c562fde912123a5e0e
5ff36d9d0a720f05230005aa,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,1/4/2021 19:33,1/1/2021 6:00,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",225,5,FINISHED,25,5ff36d0362fde912123a5535
5ff36c590a7214ada1000589,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,12/30/2020 6:00,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",275,5,FINISHED,25,5ff36be7135e7011bcb856d3
5ff29be20a7214ada1000571,1/4/2021 4:38,1/4/2021 4:38,1/4/2021 4:39,1/4/2021 4:39,1/4/2021 4:39,1/3/2021 0:00,25,COMPLETE_NONPARTNER_RECEIPT,25,1,FINISHED,1,5964eb07e4b03efd0c0f267b
5ff3416f0a7214ada1000576,1/4/2021 16:25,1/4/2021 16:25,1/4/2021 16:25,1/4/2021 16:25,1/4/2021 16:25,1/4/2021 0:00,25,COMPLETE_NONPARTNER_RECEIPT,25,1,FINISHED,28.57,5c3388caea88e15513a95069
5ff36c6d0a720f0523000597,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/3/2021 19:28,5,All-receipts receipt bonus,5,4,FINISHED,18.2,5ff36be7135e7011bcb856d3
5ff36a830a7214ada100057b,1/4/2021 19:20,1/4/2021 19:20,1/4/2021 19:20,1/4/2021 19:20,1/4/2021 19:20,12/19/2020 19:20,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100,1,FINISHED,1,5ff36a3862fde912123a4460
5ff36c570a720f0523000593,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/4/2021 19:28,1/3/2021 19:28,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250,1,FINISHED,10,5ff36be7135e7011bcb856d3
5ff3713c0a7214ada10005b6,1/4/2021 19:49,1/4/2021 19:49,1/4/2021 19:49,1/4/2021 19:49,1/4/2021 19:49,1/3/2021 19:49,NULL,NULL,350,1,FINISHED,10,5ff370c562fde912123a5e0e
5ff371130a7214ada10005aa,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,45,COMPLETE_PARTNER_RECEIPT,100,1,FINISHED,0.99,5ff370c562fde912123a5e0e
5ff370f00a7214ada10005a3,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,12/21/2020 0:00,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500,5,FINISHED,49.95,5ff370c562fde912123a5e0e
5ff371240a7214ada10005b3,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/4/2021 19:48,1/3/2021 19:48,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",755,1,FINISHED,1,5ff37124135e7011bcb86bc3
5ff36c8d0a7214ada1000591,1/4/2021 19:29,1/4/2021 19:29,1/4/2021 19:29,1/4/2021 19:29,1/4/2021 19:29,1/3/2021 19:29,5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532
5ff36ad40a7214ada1000585,1/4/2021 19:21,1/4/2021 19:21,1/4/2021 19:21,1/4/2021 19:21,1/4/2021 19:21,1/4/2021 19:21,5,All-receipts receipt bonus,55,1,FINISHED,0.99,5ff36a3862fde912123a4460
5ff36dcb0a7214ada10005a0,1/4/2021 19:34,1/4/2021 19:34,1/4/2021 19:34,1/4/2021 19:34,1/4/2021 19:34,1/3/2021 19:34,5,All-receipts receipt bonus,5,1,FINISHED,9.99,5ff36d0362fde912123a5535
5ff3416d0a7214ada1000575,1/4/2021 16:25,1/4/2021 16:25,1/4/2021 16:25,1/4/2021 16:25,1/4/2021 16:25,1/4/2021 0:00,25,COMPLETE_NONPARTNER_RECEIPT,25,1,FINISHED,28.57,5c3388caea88e15513a95069
5ff4ce430a7214ada10005d8,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 0:00,5,All-receipts receipt bonus,5,4,FINISHED,25,5ff4ce3dc3d63511e2a484dc
5ff4ce400a7214ada10005d5,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 0:00,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150,5,FINISHED,27,5ff4ce3dc3d63511e2a484dc
5ff4a4ca0a7214ada10005d0,1/5/2021 17:41,1/5/2021 17:41,NULL,1/5/2021 17:41,NULL,9/13/2020 0:00,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,2,REJECTED,34.96,5fbc35711d967d1222cbfefc
5ff473de0a720f05230005bd,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,12/23/2020 14:12,5,All-receipts receipt bonus,5,1,FINISHED,1,54943462e4b07e684157a532
5ff4ce8c0a7214ada10005e6,1/5/2021 20:39,1/5/2021 20:39,1/5/2021 20:39,1/5/2021 20:39,1/5/2021 20:39,1/4/2021 20:39,25,COMPLETE_NONPARTNER_RECEIPT,35,1,FINISHED,1,5ff4ce33c3d63511e2a484b6
5ff4ce3d0a7214ada10005d3,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 0:00,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,2,FINISHED,29,5ff4ce3dc3d63511e2a484dc
5ff473b40a7214ada10005c5,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/4/2021 14:12,45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,5ff47392c3d63511e2a47881
5ff473f30a720f05230005c0,1/5/2021 14:13,1/5/2021 14:13,1/5/2021 14:13,1/5/2021 14:13,1/5/2021 14:13,1/5/2021 14:13,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1800,1,FINISHED,10,5ff473f3c1e2d0121a9b2707
5ff4ce3a0a7214ada10005d2,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 0:00,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,2,FINISHED,21,5ff4ce3ac1e2d0121a9b2fb3
5ff473a90a7214ada10005c2,1/5/2021 14:11,1/5/2021 14:11,1/5/2021 14:11,1/5/2021 14:11,1/5/2021 14:11,12/31/2020 6:00,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",275,5,FINISHED,25,5ff47392c3d63511e2a47881
5ff473b10a7214ada10005c4,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/2/2021 6:00,NULL,NULL,250,5,FINISHED,49.95,5ff47392c3d63511e2a47881
5ff475820a7214ada10005cf,1/5/2021 14:19,1/5/2021 14:19,NULL,1/5/2021 14:19,NULL,NULL,NULL,NULL,NULL,NULL,SUBMITTED,NULL,5a43c08fe4b014fd6b6a0612
5ff4ce550a7214ada10005db,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/4/2021 20:38,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300,2,FINISHED,1,5ff4ce33c3d63511e2a484b6
5ff4ce430a720f05230005c9,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 0:00,5,All-receipts receipt bonus,5,1,FINISHED,29,5ff4ce3dc3d63511e2a484dc
5ff473d40a7214ada10005c9,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,5,All-receipts receipt bonus,5,1,FINISHED,9.99,5ff47392c3d63511e2a47881
5ff4ce690a7214ada10005e2,1/5/2021 20:39,1/5/2021 20:39,NULL,1/5/2021 20:39,1/5/2021 20:39,1/4/2021 20:39,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",810,5,FLAGGED,13,5ff4ce68c1e2d0121a9b3022
5ff473f60a7214ada10005ce,1/5/2021 14:13,1/5/2021 14:13,1/5/2021 14:13,1/5/2021 14:13,1/5/2021 14:13,12/31/2020 6:00,NULL,NULL,250,5,FINISHED,49.95,5ff47392c3d63511e2a47881
5ff473cf0a7214ada10005c8,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/4/2021 14:12,5,All-receipts receipt bonus,305,1,FINISHED,9.99,5ff47392c3d63511e2a47881
5fa5ad370a720f05ef000089,11/6/2020 20:08,11/6/2020 20:08,1/5/2021 20:53,1/5/2021 20:53,1/5/2021 20:53,11/5/2020 20:08,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",9449.8,11,FINISHED,291,5fa5ad376a26f611e71ab5ef
5ff4ce650a7214ada10005e1,1/5/2021 20:39,1/5/2021 20:39,NULL,1/5/2021 20:39,1/5/2021 20:39,1/4/2021 20:39,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,1,FLAGGED,1,5ff4ce65c3d63511e2a4853b
5ff473e40a7214ada10005cc,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/4/2021 14:12,45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,54943462e4b07e684157a532
5ff4ce3c0a720f05230005c4,1/5/2021 20:38,1/5/2021 20:38,NULL,1/5/2021 20:38,NULL,NULL,NULL,NULL,NULL,0,FLAGGED,0,5ff4ce3cc1e2d0121a9b2fba
5ff473d00a720f05230005bb,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,5,All-receipts receipt bonus,55,1,FINISHED,0.99,5ff47392c3d63511e2a47881
5ff473b20a720f05230005b7,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,12/25/2020 6:00,5,All-receipts receipt bonus,5,5,FINISHED,49.95,5ff47392c3d63511e2a47881
5ff473ad0a7214ada10005c3,1/5/2021 14:11,1/5/2021 14:11,1/5/2021 14:11,1/5/2021 14:11,1/5/2021 14:11,1/4/2021 14:11,45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,5ff47392c3d63511e2a47881
5ff4ce640a7214ada10005e0,1/5/2021 20:39,1/5/2021 20:39,1/5/2021 20:39,1/5/2021 20:39,1/5/2021 20:39,2/5/2021 20:39,25,COMPLETE_NONPARTNER_RECEIPT,25,1,FINISHED,1,5ff4ce33c3d63511e2a484b6
5ff4ce3f0a720f05230005c6,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 0:00,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300,2,FINISHED,29,5ff4ce3dc3d63511e2a484dc
5ff4ce4e0a7214ada10005da,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/5/2021 20:38,1/4/2021 20:38,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500,2,FINISHED,1,5ff4ce33c3d63511e2a484b6
5ff473bc0a720f05230005b8,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/5/2021 14:12,1/4/2021 14:12,NULL,NULL,91.2,4,FINISHED,18.2,5ff47392c3d63511e2a47881
5ff4a80e0a720f05230005c2,1/5/2021 17:55,1/5/2021 17:55,1/5/2021 17:55,1/5/2021 17:55,1/5/2021 17:55,12/30/2020 0:00,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750,2,FINISHED,34.96,5fbc35711d967d1222cbfefc
5ff5d1da0a7214ada10005f8,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,12/21/2020 15:06,5,All-receipts receipt bonus,5,1,FINISHED,1,5ff5d15aeb7c7d12096d91a2
5ff5d1d40a7214ada10005f4,1/6/2021 15:05,1/6/2021 15:05,1/6/2021 15:05,1/6/2021 15:05,1/6/2021 15:05,1/6/2021 15:05,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",825,5,FINISHED,25,5ff5d15aeb7c7d12096d91a2
5ff5d1a00a7214ada10005ed,1/6/2021 15:05,1/6/2021 15:05,1/6/2021 15:05,1/6/2021 15:05,1/6/2021 15:05,1/5/2021 15:05,45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,54943462e4b07e684157a532
5ff5ecb90a7214ada10005f9,1/6/2021 17:00,1/6/2021 17:00,NULL,1/6/2021 17:00,NULL,NULL,NULL,NULL,NULL,NULL,SUBMITTED,NULL,5a43c08fe4b014fd6b6a0612
5ff5d1e20a720f05230005da,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/5/2021 15:06,45,COMPLETE_PARTNER_RECEIPT,50,1,FINISHED,1,5ff5d15aeb7c7d12096d91a2
5ff5d1e10a720f05230005d9,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,12/26/2020 6:00,5,All-receipts receipt bonus,5,5,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
5ff5d1fd0a720f05230005de,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/5/2021 15:06,5,All-receipts receipt bonus,55,9,FINISHED,89.91,5ff5d15aeb7c7d12096d91a2
5ff5d1d80a7214ada10005f6,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/6/2021 15:06,1/3/2021 6:00,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",225,5,FINISHED,25,5ff5d15aeb7c7d12096d91a2
