receipt_id,description,priceAfterCoupon,metabriteCampaignId,userFlaggedDescription,originalMetaBriteQuantityPurchased,needsFetchReviewReason,userFlaggedNewItem,targetPrice,userFlaggedBarcode,pointsEarned,preventTargetGapPoints,brandCode,barcode,originalMetaBriteDescription,originalMetaBriteItemPrice,deleted,originalReceiptItemText,pointsPayerId,userFlaggedPrice,rewardsGroup,originalFinalPrice,competitorRewardsGroup,userFlaggedQuantity,pointsNotAwardedReason,competitiveProduct,itemNumber,itemPrice,finalPrice,quantityPurchased,needsFetchReview,rewardsProductPartnerId,discountedItemPrice,partnerItemId,originalMetaBriteBarcode
5ff1e1ed0a7214ada100056e,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,4011,NULL,TRUE,NULL,4011,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,5,NULL,NULL,NULL,20,20,5,FALSE,NULL,NULL,1,NULL
5ff1e1eb0a7214ada100056b,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,4011,NULL,TRUE,NULL,4011,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,3,NULL,NULL,NULL,20,20,3,FALSE,NULL,NULL,1,NULL
5ff1e1c50a720f052300056c,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL
5ff1e1a10a720f0523000568,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",NULL,NULL,NULL,1,POINTS_GREATER_THAN_THRESHOLD,NULL,NULL,NULL,NULL,NULL,NULL,013562300631,NULL,NULL,NULL,NULL,5332f5f3e4b03c9a25efd0ae,NULL,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,NULL,NULL,NULL,Action not allowed for user and CPG,NULL,013562300631,50,50,5,TRUE,5332f5f3e4b03c9a25efd0ae,50,1,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,1,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,2,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,3,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,4,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,5,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,6,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,7,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,8,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,9,NULL
5ff1e1b60a7214ada100055c,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,870,NULL,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,NULL,MILLER LITE 24 PACK,NULL,NULL,NULL,NULL,NULL,NULL,29,29,1,NULL,5332f709e4b03c9a25efd0f1,NULL,10,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,075925306254,NULL,NULL,NULL,NULL,NULL,NULL,KRAFT NATURAL CHEESE - SHREDDED,NULL,NULL,NULL,NULL,TRUE,NULL,1,1,1,NULL,559c2234e4b06aca36af13c6,NULL,1,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,2,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,3,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,4,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,5,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,6,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,7,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,8,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,9,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,10,NULL
5f9c74f70a7214ad07000037,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,11,NULL
5ff1e1b20a7214ada100055a,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL
5ff1e1e90a7214ada1000569,NULL,NULL,NULL,,NULL,USER_FLAGGED,TRUE,NULL,4011,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,1,NULL
5ff1e1e90a7214ada1000569,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,2,NULL
5ff1e1df0a7214ada1000564,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,FALSE,NULL,NULL,1,NULL
5ff1e1df0a7214ada1000564,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,NULL,NULL,NULL,NULL,NULL,TRUE,800,028400642255,NULL,TRUE,NULL,028400642255,NULL,NULL,NULL,NULL,5332f5fbe4b03c9a25efd0ba,10,DORITOS SPICY SWEET CHILI SINGLE SERVE,NULL,NULL,1,Action not allowed for user and CPG,NULL,NULL,10,10,1,FALSE,5332f5fbe4b03c9a25efd0ba,NULL,2,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,075925306254,NULL,NULL,NULL,NULL,NULL,NULL,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,NULL,NULL,NULL,NULL,TRUE,NULL,1,1,1,NULL,5e7cf838f221c312e698a628,NULL,1,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,2,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,3,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,4,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,5,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,6,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,7,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,8,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,9,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,10,NULL
5ff1e1b40a7214ada100055b,NULL,NULL,NULL,MILLER LITE 24 PACK 12OZ CAN,NULL,USER_FLAGGED,TRUE,NULL,034100573065,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,11,NULL
5ff1e1eb0a720f0523000576,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,4011,NULL,TRUE,NULL,4011,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,2,NULL,NULL,NULL,26,26,2,FALSE,NULL,NULL,1,NULL
5ff1e1c80a720f052300056d,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL
5ff1e1c80a720f052300056d,NULL,NULL,NULL,,NULL,USER_FLAGGED,TRUE,NULL,1234,NULL,TRUE,NULL,1234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,2,NULL
5f9c74f90a7214ad07000038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,075925306254,NULL,NULL,NULL,NULL,NULL,NULL,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,NULL,NULL,NULL,NULL,TRUE,NULL,1,1,1,FALSE,5e7cf838f221c312e698a628,NULL,1,NULL
5f9c74f90a7214ad07000038,NULL,NULL,NULL,NULL,2,NULL,TRUE,NULL,075925306254,NULL,TRUE,NULL,075925306254,NULL,10,NULL,NULL,NULL,10,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,10,NULL,2,NULL,TRUE,NULL,10,10,2,FALSE,5e7cf838f221c312e698a628,NULL,2,075925306254
5f9c74f90a7214ad07000038,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,1,NULL,TRUE,77,034100573065,30,TRUE,NULL,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,NULL,NULL,5332f709e4b03c9a25efd0f1,1,MILLER LITE 24 PACK,1,NULL,1,NULL,NULL,NULL,1,1,1,FALSE,5332f709e4b03c9a25efd0f1,NULL,3,034100573065
5f9c74f90a7214ad07000038,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,1,NULL,TRUE,77,034100573065,30,TRUE,NULL,034100573065,MILLER LITE 24 PACK 12OZ CAN,1,NULL,NULL,5332f709e4b03c9a25efd0f1,1,MILLER LITE 24 PACK,1,NULL,1,NULL,NULL,NULL,1,1,1,FALSE,5332f709e4b03c9a25efd0f1,NULL,4,034100573065
5f9c74f90a7214ad07000038,MILLER LITE 24 PACK 12OZ CAN,NULL,NULL,NULL,NULL,NULL,TRUE,77,034100573065,30,TRUE,NULL,034100573065,NULL,NULL,NULL,NULL,5332f709e4b03c9a25efd0f1,1,MILLER LITE 24 PACK,NULL,NULL,1,NULL,NULL,NULL,1,1,1,FALSE,5332f709e4b03c9a25efd0f1,NULL,5,NULL
5ff1e1960a720f0523000567,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL
5ff1e1ec0a7214ada100056c,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,4011,NULL,TRUE,NULL,4011,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,2,NULL,NULL,NULL,21,21,2,FALSE,NULL,NULL,1,NULL
5ff1e1d70a720f0523000571,KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,10,NULL,NULL,041000168468,NULL,NULL,NULL,NULL,5332f5f6e4b03c9a25efd0b4,NULL,KNORR SIDES,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,5332f5f6e4b03c9a25efd0b4,NULL,1,NULL
5ff1e1d70a720f0523000571,NEXXUS REPLENISHING HAIR TREATMENT LIQUID RP 33.8 OZ,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,10,NULL,NULL,2700719497082,NULL,NULL,NULL,NULL,5332f5f6e4b03c9a25efd0b4,NULL,NEXXUS HAIR CARE,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,5332f5f6e4b03c9a25efd0b4,NULL,2,NULL
5ff1e1c60a7214ada100055e,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL
5ff1e1c60a7214ada100055e,NULL,NULL,NULL,,NULL,USER_FLAGGED,TRUE,NULL,1234,NULL,TRUE,NULL,1234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,2,NULL
5ff1e1ee0a7214ada1000570,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,4011,NULL,TRUE,NULL,4011,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,5,NULL,NULL,NULL,27,27,5,FALSE,NULL,NULL,1,NULL
5ff1e1cf0a720f0523000570,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL
5ff1e1cf0a720f0523000570,NULL,NULL,NULL,,NULL,USER_FLAGGED,TRUE,NULL,1234,NULL,TRUE,NULL,1234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,2,NULL
5ff1e1e10a720f0523000572,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,NULL,NULL,NULL,NULL,NULL,NULL,800,079400066619,10,TRUE,NULL,079400066619,NULL,NULL,NULL,NULL,5332f5f6e4b03c9a25efd0b4,NULL,SUAVE HAIR CARE,NULL,NULL,NULL,NULL,TRUE,NULL,1,1,1,FALSE,5332f5f6e4b03c9a25efd0b4,NULL,1,080878042197
5ff1e1d40a7214ada1000562,DELETED ITEM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL
5ff1e1d40a7214ada1000562,JIF CRMY PNT BTR JAR 40 OZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,051500720011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,2,NULL,NULL,NULL,2,NULL
5ff1e1ee0a720f0523000578,ITEM NOT FOUND,NULL,NULL,NULL,NULL,NULL,TRUE,NULL,4011,NULL,TRUE,NULL,4011,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,4,NULL,NULL,NULL,27,27,4,FALSE,NULL,NULL,1,NULL
5ff371030a7214ada10005a5,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,NULL,NULL,NULL,NULL,NULL,NULL,800,NULL,5,NULL,NULL,087684001127,NULL,NULL,NULL,NULL,559c2234e4b06aca36af13c6,NULL,CAPRI SUN ROARIN' WATERS BEVERAGE DRINK,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,559c2234e4b06aca36af13c6,NULL,1,NULL
